ID,duration,wav,start,stop,spk_id
CLD_011_PT_NH24_5,15.577625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_011_PT_NH24_5.wav,0,249242,CLD_011_PT
CLD_011_PT_NH6_3,14.625625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_011_PT_NH6_3.wav,0,234010,CLD_011_PT
CLD_011_PT_NL1_1,12.58225,/scratch/yadel/datasets/3M0X/pt/wav/CLD_011_PT_NL1_1.wav,0,201316,CLD_011_PT
CLD_011_PT_NL21_2,13.836125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_011_PT_NL21_2.wav,0,221378,CLD_011_PT
CLD_012_PT_AH41_14,4.08375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_AH41_14.wav,0,65340,CLD_012_PT
CLD_012_PT_NH17_4,15.5079375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_NH17_4.wav,0,248127,CLD_012_PT
CLD_012_PT_NH24_5,14.347,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_NH24_5.wav,0,229552,CLD_012_PT
CLD_012_PT_NH48_6,15.8330625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_NH48_6.wav,0,253329,CLD_012_PT
CLD_012_PT_NH6_3,16.9940625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_NH6_3.wav,0,271905,CLD_012_PT
CLD_012_PT_NL1_1,16.251,/scratch/yadel/datasets/3M0X/pt/wav/CLD_012_PT_NL1_1.wav,0,260016,CLD_012_PT
CLD_014_PT_AH41_14,3.71225,/scratch/yadel/datasets/3M0X/pt/wav/CLD_014_PT_AH41_14.wav,0,59396,CLD_014_PT
CLD_014_PT_NH17_4,12.58225,/scratch/yadel/datasets/3M0X/pt/wav/CLD_014_PT_NH17_4.wav,0,201316,CLD_014_PT
CLD_014_PT_NH24_5,13.278875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_014_PT_NH24_5.wav,0,212462,CLD_014_PT
CLD_014_PT_NH6_3,15.5079375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_014_PT_NH6_3.wav,0,248127,CLD_014_PT
CLD_014_PT_NL1_1,14.347,/scratch/yadel/datasets/3M0X/pt/wav/CLD_014_PT_NL1_1.wav,0,229552,CLD_014_PT
CLD_016_PT_AH41_14,3.4335625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_AH41_14.wav,0,54937,CLD_016_PT
CLD_016_PT_NH17_4,19.8733125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_NH17_4.wav,0,317973,CLD_016_PT
CLD_016_PT_NH24_5,17.4584375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_NH24_5.wav,0,279335,CLD_016_PT
CLD_016_PT_NH6_3,17.412,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_NH6_3.wav,0,278592,CLD_016_PT
CLD_016_PT_NL1_1,16.6689375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_NL1_1.wav,0,266703,CLD_016_PT
CLD_016_PT_NL21_2,16.529625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_016_PT_NL21_2.wav,0,264474,CLD_016_PT
CLD_018_PT_AH41_14,4.8268125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_AH41_14.wav,0,77229,CLD_018_PT
CLD_018_PT_NH17_4,20.407375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_NH17_4.wav,0,326518,CLD_018_PT
CLD_018_PT_NH24_5,19.54825,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_NH24_5.wav,0,312772,CLD_018_PT
CLD_018_PT_NH6_3,23.19375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_NH6_3.wav,0,371100,CLD_018_PT
CLD_018_PT_NL1_1,16.6225,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_NL1_1.wav,0,265960,CLD_018_PT
CLD_018_PT_NL21_2,19.3160625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_018_PT_NL21_2.wav,0,309057,CLD_018_PT
CLD_020_PT_AH41_14,4.2230625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_AH41_14.wav,0,67569,CLD_020_PT
CLD_020_PT_NH17_4,25.2835625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NH17_4.wav,0,404537,CLD_020_PT
CLD_020_PT_NH24_5,14.7649375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NH24_5.wav,0,236239,CLD_020_PT
CLD_020_PT_NH48_6,19.7804375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NH48_6.wav,0,316487,CLD_020_PT
CLD_020_PT_NH6_3,20.1751875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NH6_3.wav,0,322803,CLD_020_PT
CLD_020_PT_NL1_1,18.480125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NL1_1.wav,0,295682,CLD_020_PT
CLD_020_PT_NL21_2,23.3795625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_020_PT_NL21_2.wav,0,374073,CLD_020_PT
CLD_021_PT_AH41_14,4.1301875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_AH41_14.wav,0,66083,CLD_021_PT
CLD_021_PT_NH17_4,17.412,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_NH17_4.wav,0,278592,CLD_021_PT
CLD_021_PT_NH24_5,15.182875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_NH24_5.wav,0,242926,CLD_021_PT
CLD_021_PT_NH6_3,20.987875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_NH6_3.wav,0,335806,CLD_021_PT
CLD_021_PT_NL1_1,14.997125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_NL1_1.wav,0,239954,CLD_021_PT
CLD_021_PT_NL21_2,18.59625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_021_PT_NL21_2.wav,0,297540,CLD_021_PT
CLD_023_PT_AH41_14,4.3159375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_AH41_14.wav,0,69055,CLD_023_PT
CLD_023_PT_NH17_4,20.5235,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_NH17_4.wav,0,328376,CLD_023_PT
CLD_023_PT_NH24_5,21.4986875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_NH24_5.wav,0,343979,CLD_023_PT
CLD_023_PT_NH6_3,21.4986875,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_NH6_3.wav,0,343979,CLD_023_PT
CLD_023_PT_NL1_1,20.4770625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_NL1_1.wav,0,327633,CLD_023_PT
CLD_023_PT_NL21_2,17.8299375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_023_PT_NL21_2.wav,0,285279,CLD_023_PT
CLD_027_PT_AH41_14,4.176625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_027_PT_AH41_14.wav,0,66826,CLD_027_PT
CLD_027_PT_NH17_4,21.4058125,/scratch/yadel/datasets/3M0X/pt/wav/CLD_027_PT_NH17_4.wav,0,342493,CLD_027_PT
CLD_027_PT_NH24_5,18.1550625,/scratch/yadel/datasets/3M0X/pt/wav/CLD_027_PT_NH24_5.wav,0,290481,CLD_027_PT
CLD_027_PT_NH6_3,22.6365,/scratch/yadel/datasets/3M0X/pt/wav/CLD_027_PT_NH6_3.wav,0,362184,CLD_027_PT
CLD_027_PT_NL1_1,15.1364375,/scratch/yadel/datasets/3M0X/pt/wav/CLD_027_PT_NL1_1.wav,0,242183,CLD_027_PT
GMA_002_PT_NH17_4,16.5760625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_002_PT_NH17_4.wav,0,265217,GMA_002_PT
GMA_002_PT_NH24_5,13.7896875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_002_PT_NH24_5.wav,0,220635,GMA_002_PT
GMA_002_PT_NH6_3,15.3221875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_002_PT_NH6_3.wav,0,245155,GMA_002_PT
GMA_002_PT_NL1_1,16.4831875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_002_PT_NL1_1.wav,0,263731,GMA_002_PT
GMA_003_PT_NH17_4,11.4676875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_003_PT_NH17_4.wav,0,183483,GMA_003_PT
GMA_003_PT_NH24_5,9.7494375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_003_PT_NH24_5.wav,0,155991,GMA_003_PT
GMA_003_PT_NH6_3,14.3934375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_003_PT_NH6_3.wav,0,230295,GMA_003_PT
GMA_003_PT_NL1_1,14.53275,/scratch/yadel/datasets/3M0X/pt/wav/GMA_003_PT_NL1_1.wav,0,232524,GMA_003_PT
GMA_004_PT_NH17_4,10.2138125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NH17_4.wav,0,163421,GMA_004_PT
GMA_004_PT_NH24_5,8.35625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NH24_5.wav,0,133700,GMA_004_PT
GMA_004_PT_NH48_6,8.4026875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NH48_6.wav,0,134443,GMA_004_PT
GMA_004_PT_NH6_3,10.864,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NH6_3.wav,0,173824,GMA_004_PT
GMA_004_PT_NL1_1,9.377875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NL1_1.wav,0,150046,GMA_004_PT
GMA_004_PT_NL21_2,10.4924375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_004_PT_NL21_2.wav,0,167879,GMA_004_PT
GMA_005_PT_NH17_4,15.5544375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_005_PT_NH17_4.wav,0,248871,GMA_005_PT
GMA_005_PT_NH24_5,14.0683125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_005_PT_NH24_5.wav,0,225093,GMA_005_PT
GMA_005_PT_NH6_3,12.95375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_005_PT_NH6_3.wav,0,207260,GMA_005_PT
GMA_005_PT_NL1_1,13.278875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_005_PT_NL1_1.wav,0,212462,GMA_005_PT
GMA_005_PT_NL21_2,15.600875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_005_PT_NL21_2.wav,0,249614,GMA_005_PT
GMA_006_PT_NH17_4,15.6473125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_006_PT_NH17_4.wav,0,250357,GMA_006_PT
GMA_006_PT_NH24_5,14.021875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_006_PT_NH24_5.wav,0,224350,GMA_006_PT
GMA_006_PT_NH6_3,18.665875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_006_PT_NH6_3.wav,0,298654,GMA_006_PT
GMA_006_PT_NL1_1,11.6534375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_006_PT_NL1_1.wav,0,186455,GMA_006_PT
GMA_006_PT_NL21_2,16.8083125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_006_PT_NL21_2.wav,0,268933,GMA_006_PT
GMA_007_PT_NH17_4,11.4676875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_007_PT_NH17_4.wav,0,183483,GMA_007_PT
GMA_007_PT_NH24_5,14.3005,/scratch/yadel/datasets/3M0X/pt/wav/GMA_007_PT_NH24_5.wav,0,228808,GMA_007_PT
GMA_007_PT_NH6_3,13.8825625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_007_PT_NH6_3.wav,0,222121,GMA_007_PT
GMA_007_PT_NL1_1,11.04975,/scratch/yadel/datasets/3M0X/pt/wav/GMA_007_PT_NL1_1.wav,0,176796,GMA_007_PT
GMA_009_PT_NH17_4,16.2974375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_009_PT_NH17_4.wav,0,260759,GMA_009_PT
GMA_009_PT_NH24_5,18.7123125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_009_PT_NH24_5.wav,0,299397,GMA_009_PT
GMA_009_PT_NH6_3,11.885625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_009_PT_NH6_3.wav,0,190170,GMA_009_PT
GMA_009_PT_NL1_1,12.675125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_009_PT_NL1_1.wav,0,202802,GMA_009_PT
GMA_016_PT_NH17_4,12.303625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NH17_4.wav,0,196858,GMA_016_PT
GMA_016_PT_NH24_5,14.3934375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NH24_5.wav,0,230295,GMA_016_PT
GMA_016_PT_NH48_6,10.446,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NH48_6.wav,0,167136,GMA_016_PT
GMA_016_PT_NH6_3,14.9506875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NH6_3.wav,0,239211,GMA_016_PT
GMA_016_PT_NL1_1,14.997125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NL1_1.wav,0,239954,GMA_016_PT
GMA_016_PT_NL21_2,18.8051875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_016_PT_NL21_2.wav,0,300883,GMA_016_PT
GMA_018_PT_NH17_4,13.5575,/scratch/yadel/datasets/3M0X/pt/wav/GMA_018_PT_NH17_4.wav,0,216920,GMA_018_PT
GMA_018_PT_NH24_5,15.5544375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_018_PT_NH24_5.wav,0,248871,GMA_018_PT
GMA_018_PT_NH6_3,13.6968125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_018_PT_NH6_3.wav,0,219149,GMA_018_PT
GMA_018_PT_NL1_1,15.5079375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_018_PT_NL1_1.wav,0,248127,GMA_018_PT
GMA_019_PT_NH17_4,13.8825625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_019_PT_NH17_4.wav,0,222121,GMA_019_PT
GMA_019_PT_NH24_5,11.3748125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_019_PT_NH24_5.wav,0,181997,GMA_019_PT
GMA_019_PT_NH48_6,10.771125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_019_PT_NH48_6.wav,0,172338,GMA_019_PT
GMA_019_PT_NH6_3,14.9506875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_019_PT_NH6_3.wav,0,239211,GMA_019_PT
GMA_019_PT_NL1_1,12.8144375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_019_PT_NL1_1.wav,0,205031,GMA_019_PT
GMA_020_PT_NH17_4,16.3903125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_020_PT_NH17_4.wav,0,262245,GMA_020_PT
GMA_020_PT_NH24_5,10.5853125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_020_PT_NH24_5.wav,0,169365,GMA_020_PT
GMA_020_PT_NH6_3,17.0636875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_020_PT_NH6_3.wav,0,273019,GMA_020_PT
GMA_020_PT_NL1_1,14.625625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_020_PT_NL1_1.wav,0,234010,GMA_020_PT
GMA_021_PT_NH17_4,13.6039375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_021_PT_NH17_4.wav,0,217663,GMA_021_PT
GMA_021_PT_NH24_5,15.600875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_021_PT_NH24_5.wav,0,249614,GMA_021_PT
GMA_021_PT_NH48_6,15.2293125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_021_PT_NH48_6.wav,0,243669,GMA_021_PT
GMA_021_PT_NH6_3,18.1550625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_021_PT_NH6_3.wav,0,290481,GMA_021_PT
GMA_021_PT_NL1_1,11.04975,/scratch/yadel/datasets/3M0X/pt/wav/GMA_021_PT_NL1_1.wav,0,176796,GMA_021_PT
GMA_023_PT_NH17_4,12.025,/scratch/yadel/datasets/3M0X/pt/wav/GMA_023_PT_NH17_4.wav,0,192400,GMA_023_PT
GMA_023_PT_NH24_5,11.8391875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_023_PT_NH24_5.wav,0,189427,GMA_023_PT
GMA_023_PT_NH6_3,16.158125,/scratch/yadel/datasets/3M0X/pt/wav/GMA_023_PT_NH6_3.wav,0,258530,GMA_023_PT
GMA_023_PT_NL1_1,14.90425,/scratch/yadel/datasets/3M0X/pt/wav/GMA_023_PT_NL1_1.wav,0,238468,GMA_023_PT
GMA_027_PT_NH17_4,16.529625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_027_PT_NH17_4.wav,0,264474,GMA_027_PT
GMA_027_PT_NH24_5,15.3221875,/scratch/yadel/datasets/3M0X/pt/wav/GMA_027_PT_NH24_5.wav,0,245155,GMA_027_PT
GMA_027_PT_NH6_3,17.876375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_027_PT_NH6_3.wav,0,286022,GMA_027_PT
GMA_027_PT_NL1_1,11.328375,/scratch/yadel/datasets/3M0X/pt/wav/GMA_027_PT_NL1_1.wav,0,181254,GMA_027_PT
GMA_027_PT_NL21_2,17.3655625,/scratch/yadel/datasets/3M0X/pt/wav/GMA_027_PT_NL21_2.wav,0,277849,GMA_027_PT
GPT_002_PT_NH17_4,15.2293125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_002_PT_NH17_4.wav,0,243669,GPT_002_PT
GPT_002_PT_NH24_5,14.1611875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_002_PT_NH24_5.wav,0,226579,GPT_002_PT
GPT_002_PT_NH6_3,12.9073125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_002_PT_NH6_3.wav,0,206517,GPT_002_PT
GPT_002_PT_NL1_1,16.5064375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_002_PT_NL1_1.wav,0,264103,GPT_002_PT
GPT_002_PT_NL21_2,22.915125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_002_PT_NL21_2.wav,0,366642,GPT_002_PT
GPT_005_PT_NH17_4,18.2479375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_005_PT_NH17_4.wav,0,291967,GPT_005_PT
GPT_005_PT_NH24_5,13.929,/scratch/yadel/datasets/3M0X/pt/wav/GPT_005_PT_NH24_5.wav,0,222864,GPT_005_PT
GPT_005_PT_NH6_3,21.777375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_005_PT_NH6_3.wav,0,348438,GPT_005_PT
GPT_005_PT_NL1_1,18.108625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_005_PT_NL1_1.wav,0,289738,GPT_005_PT
GPT_005_PT_NL21_2,21.8934375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_005_PT_NL21_2.wav,0,350295,GPT_005_PT
GPT_006_PT_NH17_4,14.3005,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NH17_4.wav,0,228808,GPT_006_PT
GPT_006_PT_NH24_5,14.625625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NH24_5.wav,0,234010,GPT_006_PT
GPT_006_PT_NH48_6,19.641125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NH48_6.wav,0,314258,GPT_006_PT
GPT_006_PT_NH6_3,14.6720625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NH6_3.wav,0,234753,GPT_006_PT
GPT_006_PT_NL1_1,14.0683125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NL1_1.wav,0,225093,GPT_006_PT
GPT_006_PT_NL21_2,15.6473125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_006_PT_NL21_2.wav,0,250357,GPT_006_PT
GPT_007_PT_JH16_10,4.362375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_JH16_10.wav,0,69798,GPT_007_PT
GPT_007_PT_NH17_4,15.4615,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_NH17_4.wav,0,247384,GPT_007_PT
GPT_007_PT_NH24_5,15.5079375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_NH24_5.wav,0,248127,GPT_007_PT
GPT_007_PT_NH48_6,19.71075,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_NH48_6.wav,0,315372,GPT_007_PT
GPT_007_PT_NH6_3,16.761875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_NH6_3.wav,0,268190,GPT_007_PT
GPT_007_PT_NL1_1,20.802125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_007_PT_NL1_1.wav,0,332834,GPT_007_PT
GPT_012_PT_NH17_4,21.0343125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_012_PT_NH17_4.wav,0,336549,GPT_012_PT
GPT_012_PT_NH6_3,18.665875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_012_PT_NH6_3.wav,0,298654,GPT_012_PT
GPT_012_PT_NL1_1,19.3160625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_012_PT_NL1_1.wav,0,309057,GPT_012_PT
GPT_012_PT_NL21_2,23.681375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_012_PT_NL21_2.wav,0,378902,GPT_012_PT
GPT_015_PT_NH17_4,16.43675,/scratch/yadel/datasets/3M0X/pt/wav/GPT_015_PT_NH17_4.wav,0,262988,GPT_015_PT
GPT_015_PT_NH48_6,16.8083125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_015_PT_NH48_6.wav,0,268933,GPT_015_PT
